state_name,year,secondary_teachers,total_rd_expenditures,pupil_teacher_ratio,full_time_equivalent,grade_9_students_enrollment,grade_10_students_enrollment,grade_11_students_enrollment,grade_12_students_enrollment,grade_9_dropouts,grade_10_dropouts,grade_11_dropouts,grade_12_dropouts,grades_9_12_dropouts,no_of_sat_test_takers,critical_reading_mean,critical_reading_sd,mathematics_mean,mathematics_sd,writing_mean,writing_sd,no_high_school_diploma,high_school_or_equivalent,some_college_less_than_4_yr_degree,bachelors_degree_or_higher,american_indian_alaska_native_male_grade_9,american_indian_alaska_native_female_grade_9,asian_or_asian_pacific_islander_male_grade_9,asian_or_asian_pacific_islander_female_grade_9,hispanic_male_grade_9,hispanic_female_grade_9,black_male_grade_9,black_female_grade_9,white_male_grade_9,white_female_grade_9,american_indian_alaska_native_male_grade_10,american_indian_alaska_native_female_grade_10,asian_or_asian_pacific_islander_male_grade_10,asian_or_asian_pacific_islander_female_grade_10,hispanic_male_grade_10,hispanic_female_grade_10,black_male_grade_10,black_female_grade_10,white_male_grade_10,white_female_grade_10,american_indian_alaska_native_male_grade_11,american_indian_alaska_native_female_grade_11,asian_or_asian_pacific_islander_male_grade_11,asian_or_asian_pacific_islander_female_grade_11,hispanic_male_grade_11,hispanic_female_grade_11,black_male_grade_11,black_female_grade_11,white_male_grade_11,white_female_grade_11,american_indian_alaska_native_male_grade_12,american_indian_alaska_native_female_grade_12,asian_or_asian_pacific_islander_male_grade_12,asian_or_asian_pacific_islander_female_grade_12,hispanic_male_grade_12,hispanic_female_grade_12,black_male_grade_12,black_female_grade_12,white_male_grade_12,white_female_grade_12
MINNESOTA,1993-94,22949,NA,NA,46956,62353,59909,56349,54642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINNESOTA,1992-93,21777,NA,NA,45050,59208,57544,53861,53813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINNESOTA,1991-92,20388,NA,NA,44903,56892,54571,53208,52165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINNESOTA,1990-91,19910,294431,NA,43574,54058,54357,51079,51324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINNESOTA,1989-90,19964,NA,NA,43101,53878,52445,50999,53724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINNESOTA,1988-89,20157,NA,NA,42750,51806,52008,53522,58335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINNESOTA,1987-88,20329,NA,NA,42132,51900,54804,58659,59565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINNESOTA,1986-87,20868,NA,NA,40957,54693,59579,59914,57818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,2013-14,13068.15,NA,15.25,32292.27,37991,34605,30560,29412,2399,2651,2339,2023,10414,894,583,112,566,111,565,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,2012-13,13186.76,NA,15.14,32613.46,37825,34874,31434,29676,1379,1498,1285,1094,5835,996,568,112,547,112,558,116,137,336,358,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,2011-12,12557.2,NA,15.33,32006.66,37856,35235,31952,29115,1497,1631,1450,1139,6399,1030,561,115,544,116,551,113,183,358,306,267,44,41,213,156,404,412,9834,9338,8868,8431,35,33,173,172,394,363,8905,8947,8225,7885,30,25,166,162,290,264,7704,8586,7243,7401,13,22,150,123,248,249,6996,8066,6529,6662
MISSISSIPPI,2010-11,12891.48,NA,15.21,32254.83,38666,36364,31579,29668,1778,1664,1397,1076,5915,1090,564,119,543,115,553,116,181,368,343,271,32,32,172,169,426,419,10203,9576,9081,8355,37,27,181,171,351,309,9233,9640,8218,8074,15,25,160,147,294,278,7720,8526,7154,7217,22,20,149,150,220,179,7041,8243,6722,6893
MISSISSIPPI,2009-10,13270.49,416804,14.88,33103.49,40164,36215,32189,28943,1119,1126,1039,816,4100,938,566,121,548,115,552,114,198,345,342,247,43,38,187,156,381,346,10683,10484,9049,8595,26,29,179,146,342,320,9367,9556,8199,8006,31,23,167,183,243,206,7691,8662,7417,7534,20,25,135,124,174,176,6776,7766,6802,6922
MISSISSIPPI,2008-09,13291,NA,14.7,33358,40518,36784,31327,28288,979,1040,922,709,3650,996,567,112,554,107,559,107,202,324,337,209,34,30,177,142,374,366,11194,10446,9191,8561,37,26,190,164,286,253,9247,9806,8543,8231,22,36,150,156,201,203,7426,8151,7436,7544,16,27,146,132,175,166,6385,7805,6638,6797
MISSISSIPPI,2007-08,13103,410637,14.7,33560,41807,36461,31077,27688,1067,985,979,799,3830,937,574,114,556,111,566,110,222,390,270,243,51,27,180,158,366,277,11294,10859,9621,8974,25,39,158,138,247,231,9165,9427,8621,8410,21,26,162,159,190,180,7061,8270,7521,7487,15,29,136,153,147,149,6026,7484,6477,7072
MISSISSIPPI,2006-07,12408,369143,15.3,32351,42005,35506,30232,26732,1236,1355,1164,1104,4859,1077,568,116,549,113,560,109,221,341,299,237,33,46,165,134,323,276,11125,10664,9929,9310,29,40,164,141,225,201,8490,9321,8613,8282,14,38,158,168,176,160,6572,7867,7313,7766,18,22,98,148,111,125,5785,7333,6429,6663
MISSISSIPPI,2005-06,12035,353445,15.7,31433,41191,35019,29599,26383,1459,1402,1223,984,5068,1151,556,117,541,119,562,108,238,323,306,210,33,54,169,129,274,233,10719,10623,9946,9011,18,35,159,160,201,166,8241,9067,8421,8551,20,26,112,171,119,142,6566,7898,7185,7360,13,26,101,116,93,106,5657,7128,6435,6708
MISSISSIPPI,2004-05,11833,347772,15.8,31321,40195,34245,29012,25801,1722,1688,1432,1266,6108,NA,NA,NA,NA,NA,NA,NA,209,352,290,209,35,48,160,163,237,206,10020,10037,9792,9497,22,29,126,175,152,155,8080,8837,8449,8220,17,27,107,130,107,133,6273,7507,7288,7423,21,18,126,126,68,100,5597,6724,6325,6696
MISSISSIPPI,2003-04,13385,324298,15.1,32591,39536,33563,28316,25918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,325,271,242,40,46,128,158,197,167,9966,9892,9842,9100,17,32,127,131,122,139,7848,8603,8312,8232,19,18,120,141,91,113,6208,7131,7111,7364,14,18,114,114,56,72,5583,6807,6412,6728
MISSISSIPPI,2002-03,12943,285466,15.6,31598,39138,33091,28674,26029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,363,293,214,34,47,144,130,157,153,9805,9723,9767,9178,22,22,135,132,121,112,7787,8154,8395,8211,15,22,127,144,71,83,6273,7332,7259,7348,17,21,102,126,80,86,5456,6942,6463,6736
MISSISSIPPI,2001-02,11088,242133,15.8,31213,38498,33388,28659,25816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,369,301,191,27,26,134,135,136,117,9869,9357,9605,9092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,2000-01,10126,217064,16.1,31006,39390,33717,28773,26291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1999-00,10035,160287,16.3,30722,39404,34047,29391,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1998-99,10165,152683,16.1,31140,40169,34875,29319,26452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,31,132,123,183,80,10297,10054,10009,9239,32,23,123,125,136,51,8228,8987,8737,8448,22,18,80,95,45,56,6501,7715,7405,7525,11,20,86,111,39,35,5620,7294,6555,6816
MISSISSIPPI,1997-98,9464,131222,17.1,29441,41768,35246,29499,26788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1996-97,9283,130339,NA,29293,43295,35243,29357,25711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1995-96,9070,118436,NA,28997,43241,35552,28587,25741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1994-95,8864,NA,NA,28866,43434,33918,28584,26436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1993-94,9184,NA,NA,28376,41660,33709,29587,26156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1992-93,10381,NA,NA,27829,40580,33878,28768,26328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1991-92,10569,NA,NA,28111,39664,33125,29202,25713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1990-91,10803,92300,NA,28062,37440,33177,28303,26411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1989-90,10562,NA,NA,27591,37133,32917,29047,27851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1988-89,10563,NA,NA,27283,36909,33692,30389,29129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1987-88,11866,NA,NA,26931,38370,35224,31841,30281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSISSIPPI,1986-87,11329,NA,NA,26219,39196,36808,32734,28405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,2013-14,32140.89,NA,13.78,66651.04,71149,69057,65303,63718,2139,2009,2449,3245,9842,2719,595,117,597,114,579,118,NA,NA,NA,NA,183,160,612,637,1799,1605,6192,5922,27170,25424,167,156,581,639,1598,1483,5957,5639,26565,24931,161,140,620,639,1438,1305,5078,5188,25253,24308,161,161,651,645,1224,1174,4913,4998,24885,23920
MISSOURI,2012-13,32028.75,NA,13.86,66248.19,72240,68242,65737,64151,2816,2900,3171,3334,12221,2743,596,115,595,116,582,115,214,841,737,662,178,146,591,651,1737,1574,6552,6070,27210,25207,168,146,594,615,1468,1334,5687,5596,25879,24595,150,146,637,620,1259,1205,5169,5235,25220,24266,158,155,662,617,1228,1200,5180,5081,24847,23292
MISSOURI,2011-12,32110.81,NA,13.83,66251.53,71813,69041,65879,64475,4110,3352,3357,3112,13931,3077,589,114,592,112,575,115,294,688,759,727,182,171,623,623,1581,1390,6504,6148,27672,25825,162,168,645,625,1325,1269,5845,5627,26900,25578,150,162,656,627,1289,1236,5321,5373,25901,24365,189,178,555,596,1162,1084,5173,5377,25258,24200
MISSOURI,2010-11,32429.58,NA,13.77,66734.84,73080,69794,66855,65990,2432,2688,2958,2610,10688,3222,592,114,593,111,579,113,272,774,787,675,193,177,655,601,1393,1227,6742,6185,28226,26428,175,177,654,605,1316,1250,6105,5899,27282,25294,171,191,552,602,1164,1097,5518,5627,26027,24977,182,146,566,563,1084,1047,5329,5615,26097,24662
MISSOURI,2009-10,32865.12,1008901,13.54,67795.77,74943,70126,67577,67254,2674,2880,3110,2919,11583,2930,593,114,595,113,580,114,293,782,791,630,172,154,726,662,1348,1259,7921,7050,28990,26549,171,190,619,631,1171,1080,6483,6236,27493,25994,162,163,599,586,1026,989,5725,5958,26762,25544,165,175,610,574,962,949,5272,5657,26958,25862
MISSOURI,2008-09,33145,NA,13.5,68015,75220,71882,69092,66266,1977,2760,2860,2673,10270,3153,595,113,600,109,584,110,295,843,726,527,185,175,603,590,1287,1138,8041,7064,29132,27005,164,166,585,568,1099,1058,6713,6468,28445,26616,182,159,567,556,975,953,5686,5990,27473,26551,126,155,551,584,860,854,5255,5747,26492,25642
MISSOURI,2007-08,33010,941445,13.4,68430,79020,73264,67715,65443,1731,2389,2670,2300,9090,3483,594,110,597,107,584,108,278,812,658,641,189,175,571,575,1282,1140,8718,7980,30629,27761,174,170,587,543,1123,1016,6375,6320,29145,27811,123,160,541,571,883,844,5394,5774,27083,26342,138,148,535,545,851,799,5040,5641,26333,25413
MISSOURI,2006-07,32538,900202,13.6,67521,81671,73311,67341,63755,1673,2397,2721,2258,9049,3720,594,107,594,108,587,104,309,753,719,602,201,180,596,531,1237,1108,8875,7861,31624,29458,137,177,535,542,1053,948,6342,6507,29147,27923,143,146,546,514,854,803,5139,5529,27270,26397,108,132,557,507,756,756,4709,5201,25822,25207
MISSOURI,2005-06,32180,893013,13.7,67076,80473,73142,66316,62632,1864,2635,2859,2341,9699,4266,587,107,591,109,582,104,316,849,624,640,151,184,545,527,1141,999,8227,7538,31439,29505,152,150,542,520,957,869,6306,6224,29170,27908,108,137,529,496,762,716,4846,5249,26931,26074,126,84,548,529,698,682,4382,4577,25827,24494
MISSOURI,2004-05,31770,841584,13.8,65847,78748,71794,64402,61838,2336,3135,3363,2613,11447,NA,NA,NA,NA,NA,NA,NA,333,796,662,571,160,151,517,482,1000,913,7579,6936,31387,29394,109,132,532,462,827,767,6065,5983,28934,27638,110,94,509,502,637,632,4664,4818,26771,25265,103,102,456,450,613,606,4143,4711,25657,24647
MISSOURI,2003-04,31606,806907,13.9,65169,77175,70278,64387,61626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,755,592,567,118,130,504,433,895,796,7256,6760,30911,29163,114,97,502,469,749,713,5853,5704,28819,27016,98,94,430,406,586,602,4498,4945,26663,25701,107,98,464,444,530,506,4066,4356,25848,24843
MISSOURI,2002-03,32225,705593,13.6,66717,75685,70055,64602,60920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,804,578,621,113,102,475,459,807,723,7209,6626,30628,28428,119,97,429,413,626,626,5559,5731,28853,27333,106,100,446,422,513,498,4300,4513,27150,26093,82,82,414,452,477,446,3803,4267,25598,24879
MISSOURI,2001-02,31659,678460,13.9,65240,75156,69519,63408,57727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,778,605,566,120,98,437,387,673,645,6906,6619,30631,28513,128,103,420,414,573,543,5094,5162,29154,27693,84,92,397,413,464,418,4030,4525,26758,25868,90,93,397,463,408,368,3496,3978,24318,23756
MISSOURI,2000-01,31385,614101,14.1,64735,75148,69939,62166,58103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,103,427,406,661,589,6459,6150,31151,29105,101,103,414,409,532,456,5253,5485,29502,27727,97,91,379,422,406,377,4122,4582,26402,25372,87,79,391,436,374,371,3518,4115,24870,23780
MISSOURI,1999-00,30661,549876,14.3,63890,75791,68523,62280,56213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,100,404,394,568,483,6509,6441,31576,29289,92,98,388,418,460,392,5285,5510,28871,27202,90,88,374,412,387,356,4034,4519,26737,25475,67,75,427,452,363,363,3414,3986,23901,23351
MISSOURI,1998-99,30204,484502,14.6,62449,73989,68955,60881,56165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,76,404,418,469,403,6434,6219,30833,28627,87,77,385,406,441,414,5145,5266,29193,27439,75,89,410,399,333,322,3892,4293,26065,24800,81,59,361,367,334,343,3172,3750,23812,23516
MISSOURI,1997-98,29539,465438,15,60889,74706,66849,60854,55673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1996-97,28520,411058,NA,59428,72326,67072,60665,54488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1995-96,27817,403589,NA,57951,72575,66804,59378,52939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1994-95,26782,NA,NA,56606,72584,65084,57447,52654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1993-94,25775,NA,NA,54860,71288,63148,57243,50195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1992-93,24804,NA,NA,52984,68595,62289,54019,50534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1991-92,24767,NA,NA,52643,67214,58356,54138,49503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1990-91,24795,291383,NA,52359,63605,59145,53352,49925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1989-90,23948,NA,NA,51362,64372,58526,54550,52420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1988-89,23769,NA,NA,50693,63567,59698,57377,56218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1987-88,23512,NA,NA,49632,64700,62280,61232,54936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSOURI,1986-87,23365,NA,NA,48902,67105,65771,59943,54738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MONTANA,2013-14,3149.58,NA,13.98,10310.32,11228,10726,10272,9912,340,435,527,599,1901,1651,555,100,552,96,530,99,NA,NA,NA,NA,692,627,44,54,227,212,75,68,4667,4300,567,483,47,40,205,219,53,38,4569,4283,451,433,46,58,192,191,57,51,4418,4167,418,403,39,71,199,153,47,34,4358,4004
MONTANA,2012-13,3120.76,NA,14.01,10199.89,11256,10676,10373,9784,370,559,648,695,2272,2308,539,100,540,97,516,99,27,128,145,115,663,610,44,38,214,231,58,46,4723,4420,537,490,41,52,182,189,60,45,4575,4304,472,467,44,79,200,164,51,36,4489,4193,421,399,53,64,164,140,38,32,4339,3999
MONTANA,2011-12,3172.11,NA,14.02,10152.67,11326,10841,10249,10208,375,613,700,726,2435,2773,536,102,536,99,511,100,26,125,153,128,675,645,37,42,204,203,62,52,4762,4442,573,535,47,66,200,166,50,48,4649,4347,482,452,55,68,180,147,36,37,4469,4194,417,416,39,70,176,132,49,39,4512,4216
MONTANA,2010-11,3306.96,NA,13.68,10360.99,11569,10733,10584,10316,342,459,510,466,1777,2658,539,99,537,97,516,98,35,119,159,124,660,618,45,56,232,192,58,36,4914,4545,549,511,48,59,171,155,41,37,4677,4325,445,464,45,72,177,130,47,46,4644,4353,468,397,41,52,162,137,35,46,4542,4327
